station_id,"latitude (degree)","longitude (degree)",constituent_number,name,"amplitude (meters)","phase (degrees in GMT)","speed (degrees/hour)"
1611347,21.9033,-159.5920,1,M2,0.159,44.1,28.9841042
1611347,21.9033,-159.5920,2,S2,0.066,38.3,30.0000000
1611347,21.9033,-159.5920,3,N2,0.030,38.3,28.4397295
1611347,21.9033,-159.5920,4,K1,0.164,226.5,15.0410686
1611347,21.9033,-159.5920,5,M4,0.000,0.0,57.9682084
1611347,21.9033,-159.5920,6,O1,0.086,221.5,13.9430356
1611347,21.9033,-159.5920,7,M6,0.000,0.0,86.9523127
1611347,21.9033,-159.5920,8,MK3,0.000,0.0,44.0251729
1611347,21.9033,-159.5920,9,S4,0.000,0.0,60.0000000
1611347,21.9033,-159.5920,10,MN4,0.000,0.0,57.4238337
1611347,21.9033,-159.5920,11,NU2,0.005,25.2,28.5125831
1611347,21.9033,-159.5920,12,S6,0.000,0.0,90.0000000
1611347,21.9033,-159.5920,13,MU2,0.004,356.0,27.9682084
1611347,21.9033,-159.5920,14,2N2,0.003,45.0,27.8953548
1611347,21.9033,-159.5920,15,OO1,0.007,263.1,16.1391017
1611347,21.9033,-159.5920,16,LAM2,0.001,41.4,29.4556253
1611347,21.9033,-159.5920,17,S1,0.000,0.0,15.0000000
1611347,21.9033,-159.5920,18,M1,0.005,247.2,14.4966939
1611347,21.9033,-159.5920,19,J1,0.011,237.6,15.5854433
1611347,21.9033,-159.5920,20,MM,0.000,0.0,0.5443747
1611347,21.9033,-159.5920,21,SSA,0.000,0.0,0.0821373
1611347,21.9033,-159.5920,22,SA,0.049,192.1,0.0410686
1611347,21.9033,-159.5920,23,MSF,0.000,0.0,1.0158958
1611347,21.9033,-159.5920,24,MF,0.000,0.0,1.0980331
1611347,21.9033,-159.5920,25,RHO,0.003,219.4,13.4715145
1611347,21.9033,-159.5920,26,Q1,0.015,215.7,13.3986609
1611347,21.9033,-159.5920,27,T2,0.005,38.2,29.9589333
1611347,21.9033,-159.5920,28,R2,0.001,38.1,30.0410667
1611347,21.9033,-159.5920,29,2Q1,0.002,216.4,12.8542862
1611347,21.9033,-159.5920,30,P1,0.051,223.3,14.9589314
1611347,21.9033,-159.5920,31,2SM2,0.000,0.0,31.0158958
1611347,21.9033,-159.5920,32,M3,0.000,0.0,43.4761563
1611347,21.9033,-159.5920,33,L2,0.004,35.1,29.5284789
1611347,21.9033,-159.5920,34,2MK3,0.000,0.0,42.9271398
1611347,21.9033,-159.5920,35,K2,0.019,34.0,30.0821373
1611347,21.9033,-159.5920,36,M8,0.000,0.0,115.9364166
1611347,21.9033,-159.5920,37,MS4,0.000,0.0,58.9841042
1611400,21.9544,-159.3561,1,M2,0.149,48.3,28.9841042
1611400,21.9544,-159.3561,2,S2,0.055,45.8,30.0000000
1611400,21.9544,-159.3561,3,N2,0.028,38.8,28.4397295
1611400,21.9544,-159.3561,4,K1,0.147,229.9,15.0410686
1611400,21.9544,-159.3561,5,M4,0.004,203.8,57.9682084
1611400,21.9544,-159.3561,6,O1,0.084,221.8,13.9430356
1611400,21.9544,-159.3561,7,M6,0.000,0.0,86.9523127
1611400,21.9544,-159.3561,8,MK3,0.000,0.0,44.0251729
1611400,21.9544,-159.3561,9,S4,0.000,0.0,60.0000000
1611400,21.9544,-159.3561,10,MN4,0.000,0.0,57.4238337
1611400,21.9544,-159.3561,11,NU2,0.005,40.7,28.5125831
1611400,21.9544,-159.3561,12,S6,0.000,0.0,90.0000000
1611400,21.9544,-159.3561,13,MU2,0.005,354.6,27.9682084
1611400,21.9544,-159.3561,14,2N2,0.003,39.7,27.8953548
1611400,21.9544,-159.3561,15,OO1,0.007,258.5,16.1391017
1611400,21.9544,-159.3561,16,LAM2,0.001,47.1,29.4556253
1611400,21.9544,-159.3561,17,S1,0.000,0.0,15.0000000
1611400,21.9544,-159.3561,18,M1,0.005,253.9,14.4966939
1611400,21.9544,-159.3561,19,J1,0.009,245.8,15.5854433
1611400,21.9544,-159.3561,20,MM,0.000,0.0,0.5443747
1611400,21.9544,-159.3561,21,SSA,0.000,0.0,0.0821373
1611400,21.9544,-159.3561,22,SA,0.042,193.1,0.0410686
1611400,21.9544,-159.3561,23,MSF,0.000,0.0,1.0158958
1611400,21.9544,-159.3561,24,MF,0.000,0.0,1.0980331
1611400,21.9544,-159.3561,25,RHO,0.003,221.4,13.4715145
1611400,21.9544,-159.3561,26,Q1,0.013,213.8,13.3986609
1611400,21.9544,-159.3561,27,T2,0.003,45.8,29.9589333
1611400,21.9544,-159.3561,28,R2,0.000,0.0,30.0410667
1611400,21.9544,-159.3561,29,2Q1,0.002,213.8,12.8542862
1611400,21.9544,-159.3561,30,P1,0.045,227.1,14.9589314
1611400,21.9544,-159.3561,31,2SM2,0.000,0.0,31.0158958
1611400,21.9544,-159.3561,32,M3,0.000,0.0,43.4761563
1611400,21.9544,-159.3561,33,L2,0.004,48.0,29.5284789
1611400,21.9544,-159.3561,34,2MK3,0.000,0.0,42.9271398
1611400,21.9544,-159.3561,35,K2,0.015,32.9,30.0821373
1611400,21.9544,-159.3561,36,M8,0.000,0.0,115.9364166
1611400,21.9544,-159.3561,37,MS4,0.000,0.0,58.9841042
1612340,21.3067,-157.8670,1,M2,0.178,59.5,28.9841042
1612340,21.3067,-157.8670,2,S2,0.057,53.8,30.0000000
1612340,21.3067,-157.8670,3,N2,0.034,49.5,28.4397295
1612340,21.3067,-157.8670,4,K1,0.158,227.0,15.0410686
1612340,21.3067,-157.8670,5,M4,0.000,0.0,57.9682084
1612340,21.3067,-157.8670,6,O1,0.087,215.7,13.9430356
1612340,21.3067,-157.8670,7,M6,0.000,0.0,86.9523127
1612340,21.3067,-157.8670,8,MK3,0.000,0.0,44.0251729
1612340,21.3067,-157.8670,9,S4,0.000,0.0,60.0000000
1612340,21.3067,-157.8670,10,MN4,0.000,0.0,57.4238337
1612340,21.3067,-157.8670,11,NU2,0.006,60.8,28.5125831
1612340,21.3067,-157.8670,12,S6,0.000,0.0,90.0000000
1612340,21.3067,-157.8670,13,MU2,0.005,8.8,27.9682084
1612340,21.3067,-157.8670,14,2N2,0.004,37.6,27.8953548
1612340,21.3067,-157.8670,15,OO1,0.006,252.8,16.1391017
1612340,21.3067,-157.8670,16,LAM2,0.001,56.9,29.4556253
1612340,21.3067,-157.8670,17,S1,0.000,0.0,15.0000000
1612340,21.3067,-157.8670,18,M1,0.005,240.3,14.4966939
1612340,21.3067,-157.8670,19,J1,0.010,239.5,15.5854433
1612340,21.3067,-157.8670,20,MM,0.000,0.0,0.5443747
1612340,21.3067,-157.8670,21,SSA,0.000,0.0,0.0821373
1612340,21.3067,-157.8670,22,SA,0.040,191.5,0.0410686
1612340,21.3067,-157.8670,23,MSF,0.000,0.0,1.0158958
1612340,21.3067,-157.8670,24,MF,0.007,48.2,1.0980331
1612340,21.3067,-157.8670,25,RHO,0.003,211.0,13.4715145
1612340,21.3067,-157.8670,26,Q1,0.014,208.3,13.3986609
1612340,21.3067,-157.8670,27,T2,0.003,53.9,29.9589333
1612340,21.3067,-157.8670,28,R2,0.000,53.6,30.0410667
1612340,21.3067,-157.8670,29,2Q1,0.002,204.6,12.8542862
1612340,21.3067,-157.8670,30,P1,0.048,226.2,14.9589314
1612340,21.3067,-157.8670,31,2SM2,0.000,0.0,31.0158958
1612340,21.3067,-157.8670,32,M3,0.000,0.0,43.4761563
1612340,21.3067,-157.8670,33,L2,0.005,69.3,29.5284789
1612340,21.3067,-157.8670,34,2MK3,0.000,0.0,42.9271398
1612340,21.3067,-157.8670,35,K2,0.016,47.9,30.0821373
1612340,21.3067,-157.8670,36,M8,0.000,0.0,115.9364166
1612340,21.3067,-157.8670,37,MS4,0.000,0.0,58.9841042
1612366,21.3300,-157.9670,1,M2,0.160,64.1,28.9841042
1612366,21.3300,-157.9670,2,S2,0.055,57.5,30.0000000
1612366,21.3300,-157.9670,3,N2,0.032,50.1,28.4397295
1612366,21.3300,-157.9670,4,K1,0.154,223.6,15.0410686
1612366,21.3300,-157.9670,5,M4,0.004,268.1,57.9682084
1612366,21.3300,-157.9670,6,O1,0.081,215.9,13.9430356
1612366,21.3300,-157.9670,7,M6,0.000,90.0,86.9523127
1612366,21.3300,-157.9670,8,MK3,0.000,0.0,44.0251729
1612366,21.3300,-157.9670,9,S4,0.001,42.2,60.0000000
1612366,21.3300,-157.9670,10,MN4,0.000,0.0,57.4238337
1612366,21.3300,-157.9670,11,NU2,0.006,52.0,28.5125831
1612366,21.3300,-157.9670,12,S6,0.001,264.8,90.0000000
1612366,21.3300,-157.9670,13,MU2,0.004,114.7,27.9682084
1612366,21.3300,-157.9670,14,2N2,0.004,35.6,27.8953548
1612366,21.3300,-157.9670,15,OO1,0.003,231.3,16.1391017
1612366,21.3300,-157.9670,16,LAM2,0.001,61.0,29.4556253
1612366,21.3300,-157.9670,17,S1,0.000,0.0,15.0000000
1612366,21.3300,-157.9670,18,M1,0.006,219.8,14.4966939
1612366,21.3300,-157.9670,19,J1,0.006,227.4,15.5854433
1612366,21.3300,-157.9670,20,MM,0.000,0.0,0.5443747
1612366,21.3300,-157.9670,21,SSA,0.000,0.0,0.0821373
1612366,21.3300,-157.9670,22,SA,0.040,191.5,0.0410686
1612366,21.3300,-157.9670,23,MSF,0.000,0.0,1.0158958
1612366,21.3300,-157.9670,24,MF,0.007,48.2,1.0980331
1612366,21.3300,-157.9670,25,RHO,0.003,212.6,13.4715145
1612366,21.3300,-157.9670,26,Q1,0.016,212.1,13.3986609
1612366,21.3300,-157.9670,27,T2,0.003,57.8,29.9589333
1612366,21.3300,-157.9670,28,R2,0.000,57.3,30.0410667
1612366,21.3300,-157.9670,29,2Q1,0.002,208.3,12.8542862
1612366,21.3300,-157.9670,30,P1,0.051,223.0,14.9589314
1612366,21.3300,-157.9670,31,2SM2,0.000,0.0,31.0158958
1612366,21.3300,-157.9670,32,M3,0.000,0.0,43.4761563
1612366,21.3300,-157.9670,33,L2,0.004,77.8,29.5284789
1612366,21.3300,-157.9670,34,2MK3,0.000,0.0,42.9271398
1612366,21.3300,-157.9670,35,K2,0.015,57.0,30.0821373
1612366,21.3300,-157.9670,36,M8,0.001,334.5,115.9364166
1612366,21.3300,-157.9670,37,MS4,0.000,0.0,58.9841042
1612404,21.3683,-157.9400,1,M2,0.163,64.9,28.9841042
1612404,21.3683,-157.9400,2,S2,0.056,58.4,30.0000000
1612404,21.3683,-157.9400,3,N2,0.032,50.1,28.4397295
1612404,21.3683,-157.9400,4,K1,0.154,223.7,15.0410686
1612404,21.3683,-157.9400,5,M4,0.004,286.6,57.9682084
1612404,21.3683,-157.9400,6,O1,0.081,215.5,13.9430356
1612404,21.3683,-157.9400,7,M6,0.000,141.3,86.9523127
1612404,21.3683,-157.9400,9,S4,0.001,35.0,60.0000000
1612404,21.3683,-157.9400,11,NU2,0.006,52.1,28.5125831
1612404,21.3683,-157.9400,12,S6,0.001,282.4,90.0000000
1612404,21.3683,-157.9400,13,MU2,0.004,115.5,27.9682084
1612404,21.3683,-157.9400,14,2N2,0.004,34.8,27.8953548
1612404,21.3683,-157.9400,15,OO1,0.003,232.0,16.1391017
1612404,21.3683,-157.9400,16,LAM2,0.001,61.9,29.4556253
1612404,21.3683,-157.9400,18,M1,0.006,219.7,14.4966939
1612404,21.3683,-157.9400,19,J1,0.006,227.9,15.5854433
1612404,21.3683,-157.9400,22,SA,0.040,191.5,0.0410686
1612404,21.3683,-157.9400,25,RHO,0.003,212.0,13.4715145
1612404,21.3683,-157.9400,26,Q1,0.016,211.4,13.3986609
1612404,21.3683,-157.9400,27,T2,0.003,58.7,29.9589333
1612404,21.3683,-157.9400,28,R2,0.000,58.2,30.0410667
1612404,21.3683,-157.9400,29,2Q1,0.002,207.2,12.8542862
1612404,21.3683,-157.9400,30,P1,0.051,223.1,14.9589314
1612404,21.3683,-157.9400,33,L2,0.005,79.6,29.5284789
1612404,21.3683,-157.9400,35,K2,0.015,57.9,30.0821373
1612404,21.3683,-157.9400,36,M8,0.001,17.0,115.9364166
1612480,21.4331,-157.7900,1,M2,0.161,13.9,28.9841042
1612480,21.4331,-157.7900,2,S2,0.080,15.5,30.0000000
1612480,21.4331,-157.7900,3,N2,0.033,9.8,28.4397295
1612480,21.4331,-157.7900,4,K1,0.177,236.4,15.0410686
1612480,21.4331,-157.7900,5,M4,0.000,0.0,57.9682084
1612480,21.4331,-157.7900,6,O1,0.100,227.2,13.9430356
1612480,21.4331,-157.7900,7,M6,0.000,0.0,86.9523127
1612480,21.4331,-157.7900,8,MK3,0.000,0.0,44.0251729
1612480,21.4331,-157.7900,9,S4,0.000,0.0,60.0000000
1612480,21.4331,-157.7900,10,MN4,0.000,0.0,57.4238337
1612480,21.4331,-157.7900,11,NU2,0.006,24.5,28.5125831
1612480,21.4331,-157.7900,12,S6,0.000,0.0,90.0000000
1612480,21.4331,-157.7900,13,MU2,0.007,339.7,27.9682084
1612480,21.4331,-157.7900,14,2N2,0.004,358.7,27.8953548
1612480,21.4331,-157.7900,15,OO1,0.007,266.6,16.1391017
1612480,21.4331,-157.7900,16,LAM2,0.001,14.6,29.4556253
1612480,21.4331,-157.7900,17,S1,0.000,0.0,15.0000000
1612480,21.4331,-157.7900,18,M1,0.006,258.7,14.4966939
1612480,21.4331,-157.7900,19,J1,0.010,253.1,15.5854433
1612480,21.4331,-157.7900,20,MM,0.000,0.0,0.5443747
1612480,21.4331,-157.7900,21,SSA,0.000,0.0,0.0821373
1612480,21.4331,-157.7900,22,SA,0.000,0.0,0.0410686
1612480,21.4331,-157.7900,23,MSF,0.000,0.0,1.0158958
1612480,21.4331,-157.7900,24,MF,0.000,0.0,1.0980331
1612480,21.4331,-157.7900,25,RHO,0.003,231.8,13.4715145
1612480,21.4331,-157.7900,26,Q1,0.016,220.9,13.3986609
1612480,21.4331,-157.7900,27,T2,0.006,36.3,29.9589333
1612480,21.4331,-157.7900,28,R2,0.001,15.6,30.0410667
1612480,21.4331,-157.7900,29,2Q1,0.003,218.1,12.8542862
1612480,21.4331,-157.7900,30,P1,0.054,232.8,14.9589314
1612480,21.4331,-157.7900,31,2SM2,0.000,0.0,31.0158958
1612480,21.4331,-157.7900,32,M3,0.000,0.0,43.4761563
1612480,21.4331,-157.7900,33,L2,0.005,8.0,29.5284789
1612480,21.4331,-157.7900,34,2MK3,0.000,0.0,42.9271398
1612480,21.4331,-157.7900,35,K2,0.023,6.0,30.0821373
1612480,21.4331,-157.7900,36,M8,0.000,0.0,115.9364166
1612480,21.4331,-157.7900,37,MS4,0.000,0.0,58.9841042
1613198,21.0850,-157.0320,1,M2,0.184,55.9,28.9841042
1613198,21.0850,-157.0320,2,S2,0.067,59.6,30.0000000
1613198,21.0850,-157.0320,3,N2,0.034,44.0,28.4397295
1613198,21.0850,-157.0320,4,K1,0.160,227.7,15.0410686
1613198,21.0850,-157.0320,5,M4,0.002,227.3,57.9682084
1613198,21.0850,-157.0320,6,O1,0.089,216.5,13.9430356
1613198,21.0850,-157.0320,7,M6,0.000,0.0,86.9523127
1613198,21.0850,-157.0320,8,MK3,0.000,0.0,44.0251729
1613198,21.0850,-157.0320,9,S4,0.001,157.6,60.0000000
1613198,21.0850,-157.0320,10,MN4,0.001,148.6,57.4238337
1613198,21.0850,-157.0320,11,NU2,0.006,43.8,28.5125831
1613198,21.0850,-157.0320,12,S6,0.000,0.0,90.0000000
1613198,21.0850,-157.0320,13,MU2,0.006,15.1,27.9682084
1613198,21.0850,-157.0320,14,2N2,0.005,49.1,27.8953548
1613198,21.0850,-157.0320,15,OO1,0.005,243.1,16.1391017
1613198,21.0850,-157.0320,16,LAM2,0.003,61.4,29.4556253
1613198,21.0850,-157.0320,17,S1,0.002,149.9,15.0000000
1613198,21.0850,-157.0320,18,M1,0.006,227.5,14.4966939
1613198,21.0850,-157.0320,19,J1,0.010,236.8,15.5854433
1613198,21.0850,-157.0320,20,MM,0.000,0.0,0.5443747
1613198,21.0850,-157.0320,21,SSA,0.000,0.0,0.0821373
1613198,21.0850,-157.0320,22,SA,0.040,181.5,0.0410686
1613198,21.0850,-157.0320,23,MSF,0.000,0.0,1.0158958
1613198,21.0850,-157.0320,24,MF,0.007,48.2,1.0980331
1613198,21.0850,-157.0320,25,RHO,0.002,171.7,13.4715145
1613198,21.0850,-157.0320,26,Q1,0.013,218.7,13.3986609
1613198,21.0850,-157.0320,27,T2,0.007,38.8,29.9589333
1613198,21.0850,-157.0320,28,R2,0.008,59.0,30.0410667
1613198,21.0850,-157.0320,29,2Q1,0.002,245.7,12.8542862
1613198,21.0850,-157.0320,30,P1,0.051,222.8,14.9589314
1613198,21.0850,-157.0320,31,2SM2,0.001,174.3,31.0158958
1613198,21.0850,-157.0320,32,M3,0.001,180.4,43.4761563
1613198,21.0850,-157.0320,33,L2,0.003,88.4,29.5284789
1613198,21.0850,-157.0320,34,2MK3,0.001,86.1,42.9271398
1613198,21.0850,-157.0320,35,K2,0.018,56.3,30.0821373
1613198,21.0850,-157.0320,36,M8,0.000,0.0,115.9364166
1613198,21.0850,-157.0320,37,MS4,0.000,0.0,58.9841042
1615680,20.8950,-156.4767,1,M2,0.187,8.6,28.9841042
1615680,20.8950,-156.4767,2,S2,0.098,15.5,30.0000000
1615680,20.8950,-156.4767,3,N2,0.035,0.6,28.4397295
1615680,20.8950,-156.4767,4,K1,0.173,233.4,15.0410686
1615680,20.8950,-156.4767,5,M4,0.000,0.0,57.9682084
1615680,20.8950,-156.4767,6,O1,0.098,220.1,13.9430356
1615680,20.8950,-156.4767,7,M6,0.000,0.0,86.9523127
1615680,20.8950,-156.4767,8,MK3,0.000,0.0,44.0251729
1615680,20.8950,-156.4767,9,S4,0.000,0.0,60.0000000
1615680,20.8950,-156.4767,10,MN4,0.000,0.0,57.4238337
1615680,20.8950,-156.4767,11,NU2,0.006,4.3,28.5125831
1615680,20.8950,-156.4767,12,S6,0.000,0.0,90.0000000
1615680,20.8950,-156.4767,13,MU2,0.008,342.4,27.9682084
1615680,20.8950,-156.4767,14,2N2,0.005,355.1,27.8953548
1615680,20.8950,-156.4767,15,OO1,0.007,251.8,16.1391017
1615680,20.8950,-156.4767,16,LAM2,0.001,11.8,29.4556253
1615680,20.8950,-156.4767,17,S1,0.000,0.0,15.0000000
1615680,20.8950,-156.4767,18,M1,0.006,254.8,14.4966939
1615680,20.8950,-156.4767,19,J1,0.011,239.2,15.5854433
1615680,20.8950,-156.4767,20,MM,0.000,0.0,0.5443747
1615680,20.8950,-156.4767,21,SSA,0.000,0.0,0.0821373
1615680,20.8950,-156.4767,22,SA,0.038,199.5,0.0410686
1615680,20.8950,-156.4767,23,MSF,0.000,0.0,1.0158958
1615680,20.8950,-156.4767,24,MF,0.006,34.7,1.0980331
1615680,20.8950,-156.4767,25,RHO,0.004,221.0,13.4715145
1615680,20.8950,-156.4767,26,Q1,0.015,210.1,13.3986609
1615680,20.8950,-156.4767,27,T2,0.006,13.2,29.9589333
1615680,20.8950,-156.4767,28,R2,0.001,15.8,30.0410667
1615680,20.8950,-156.4767,29,2Q1,0.002,207.0,12.8542862
1615680,20.8950,-156.4767,30,P1,0.054,230.2,14.9589314
1615680,20.8950,-156.4767,31,2SM2,0.000,0.0,31.0158958
1615680,20.8950,-156.4767,32,M3,0.000,0.0,43.4761563
1615680,20.8950,-156.4767,33,L2,0.005,0.6,29.5284789
1615680,20.8950,-156.4767,34,2MK3,0.000,0.0,42.9271398
1615680,20.8950,-156.4767,35,K2,0.028,8.8,30.0821373
1615680,20.8950,-156.4767,36,M8,0.000,0.0,115.9364166
1615680,20.8950,-156.4767,37,MS4,0.000,0.0,58.9841042
1617433,20.0366,-155.8294,1,M2,0.200,58.2,28.9841042
1617433,20.0366,-155.8294,2,S2,0.065,64.1,30.0000000
1617433,20.0366,-155.8294,3,N2,0.036,49.6,28.4397295
1617433,20.0366,-155.8294,4,K1,0.158,226.3,15.0410686
1617433,20.0366,-155.8294,5,M4,0.000,0.0,57.9682084
1617433,20.0366,-155.8294,6,O1,0.089,214.0,13.9430356
1617433,20.0366,-155.8294,7,M6,0.000,0.0,86.9523127
1617433,20.0366,-155.8294,8,MK3,0.000,0.0,44.0251729
1617433,20.0366,-155.8294,9,S4,0.000,0.0,60.0000000
1617433,20.0366,-155.8294,10,MN4,0.000,0.0,57.4238337
1617433,20.0366,-155.8294,11,NU2,0.006,57.4,28.5125831
1617433,20.0366,-155.8294,12,S6,0.000,0.0,90.0000000
1617433,20.0366,-155.8294,13,MU2,0.005,23.0,27.9682084
1617433,20.0366,-155.8294,14,2N2,0.005,48.8,27.8953548
1617433,20.0366,-155.8294,15,OO1,0.006,259.3,16.1391017
1617433,20.0366,-155.8294,16,LAM2,0.002,60.9,29.4556253
1617433,20.0366,-155.8294,17,S1,0.004,217.1,15.0000000
1617433,20.0366,-155.8294,18,M1,0.005,250.3,14.4966939
1617433,20.0366,-155.8294,19,J1,0.009,240.9,15.5854433
1617433,20.0366,-155.8294,20,MM,0.000,0.0,0.5443747
1617433,20.0366,-155.8294,21,SSA,0.000,0.0,0.0821373
1617433,20.0366,-155.8294,22,SA,0.000,0.0,0.0410686
1617433,20.0366,-155.8294,23,MSF,0.000,0.0,1.0158958
1617433,20.0366,-155.8294,24,MF,0.008,32.8,1.0980331
1617433,20.0366,-155.8294,25,RHO,0.003,208.7,13.4715145
1617433,20.0366,-155.8294,26,Q1,0.013,204.3,13.3986609
1617433,20.0366,-155.8294,27,T2,0.005,79.2,29.9589333
1617433,20.0366,-155.8294,28,R2,0.001,64.4,30.0410667
1617433,20.0366,-155.8294,29,2Q1,0.002,201.8,12.8542862
1617433,20.0366,-155.8294,30,P1,0.049,223.7,14.9589314
1617433,20.0366,-155.8294,31,2SM2,0.000,0.0,31.0158958
1617433,20.0366,-155.8294,32,M3,0.000,0.0,43.4761563
1617433,20.0366,-155.8294,33,L2,0.005,53.4,29.5284789
1617433,20.0366,-155.8294,34,2MK3,0.000,0.0,42.9271398
1617433,20.0366,-155.8294,35,K2,0.020,55.6,30.0821373
1617433,20.0366,-155.8294,36,M8,0.000,0.0,115.9364166
1617433,20.0366,-155.8294,37,MS4,0.000,0.0,58.9841042
1617760,19.7303,-155.0556,1,M2,0.230,29.4,28.9841042
1617760,19.7303,-155.0556,2,S2,0.092,34.1,30.0000000
1617760,19.7303,-155.0556,3,N2,0.044,21.4,28.4397295
1617760,19.7303,-155.0556,4,K1,0.167,233.4,15.0410686
1617760,19.7303,-155.0556,5,M4,0.000,0.0,57.9682084
1617760,19.7303,-155.0556,6,O1,0.092,223.2,13.9430356
1617760,19.7303,-155.0556,7,M6,0.000,0.0,86.9523127
1617760,19.7303,-155.0556,8,MK3,0.000,0.0,44.0251729
1617760,19.7303,-155.0556,9,S4,0.000,0.0,60.0000000
1617760,19.7303,-155.0556,10,MN4,0.000,0.0,57.4238337
1617760,19.7303,-155.0556,11,NU2,0.009,23.1,28.5125831
1617760,19.7303,-155.0556,12,S6,0.000,0.0,90.0000000
1617760,19.7303,-155.0556,13,MU2,0.008,358.3,27.9682084
1617760,19.7303,-155.0556,14,2N2,0.006,13.6,27.8953548
1617760,19.7303,-155.0556,15,OO1,0.007,263.0,16.1391017
1617760,19.7303,-155.0556,16,LAM2,0.002,31.6,29.4556253
1617760,19.7303,-155.0556,17,S1,0.003,222.9,15.0000000
1617760,19.7303,-155.0556,18,M1,0.005,252.0,14.4966939
1617760,19.7303,-155.0556,19,J1,0.011,245.3,15.5854433
1617760,19.7303,-155.0556,20,MM,0.000,0.0,0.5443747
1617760,19.7303,-155.0556,21,SSA,0.000,0.0,0.0821373
1617760,19.7303,-155.0556,22,SA,0.043,208.2,0.0410686
1617760,19.7303,-155.0556,23,MSF,0.000,0.0,1.0158958
1617760,19.7303,-155.0556,24,MF,0.007,38.0,1.0980331
1617760,19.7303,-155.0556,25,RHO,0.003,218.8,13.4715145
1617760,19.7303,-155.0556,26,Q1,0.016,213.2,13.3986609
1617760,19.7303,-155.0556,27,T2,0.006,33.0,29.9589333
1617760,19.7303,-155.0556,28,R2,0.001,34.3,30.0410667
1617760,19.7303,-155.0556,29,2Q1,0.002,213.1,12.8542862
1617760,19.7303,-155.0556,30,P1,0.051,231.8,14.9589314
1617760,19.7303,-155.0556,31,2SM2,0.000,0.0,31.0158958
1617760,19.7303,-155.0556,32,M3,0.000,0.0,43.4761563
1617760,19.7303,-155.0556,33,L2,0.005,23.1,29.5284789
1617760,19.7303,-155.0556,34,2MK3,0.000,0.0,42.9271398
1617760,19.7303,-155.0556,35,K2,0.028,26.2,30.0821373
1617760,19.7303,-155.0556,36,M8,0.000,0.0,115.9364166
1617760,19.7303,-155.0556,37,MS4,0.000,0.0,58.9841042
1619000,16.7383,-169.5300,1,M2,0.271,100.4,28.9841042
1619000,16.7383,-169.5300,2,S2,0.105,122.1,30.0000000
1619000,16.7383,-169.5300,3,N2,0.050,99.8,28.4397295
1619000,16.7383,-169.5300,4,K1,0.082,214.8,15.0410686
1619000,16.7383,-169.5300,5,M4,0.000,0.0,57.9682084
1619000,16.7383,-169.5300,6,O1,0.035,223.9,13.9430356
1619000,16.7383,-169.5300,7,M6,0.000,0.0,86.9523127
1619000,16.7383,-169.5300,8,MK3,0.000,0.0,44.0251729
1619000,16.7383,-169.5300,9,S4,0.000,0.0,60.0000000
1619000,16.7383,-169.5300,10,MN4,0.000,0.0,57.4238337
1619000,16.7383,-169.5300,11,NU2,0.009,96.5,28.5125831
1619000,16.7383,-169.5300,12,S6,0.000,0.0,90.0000000
1619000,16.7383,-169.5300,13,MU2,0.006,106.0,27.9682084
1619000,16.7383,-169.5300,14,2N2,0.007,95.1,27.8953548
1619000,16.7383,-169.5300,15,OO1,0.004,239.1,16.1391017
1619000,16.7383,-169.5300,16,LAM2,0.002,110.4,29.4556253
1619000,16.7383,-169.5300,17,S1,0.004,250.9,15.0000000
1619000,16.7383,-169.5300,18,M1,0.002,219.3,14.4966939
1619000,16.7383,-169.5300,19,J1,0.006,223.8,15.5854433
1619000,16.7383,-169.5300,20,MM,0.000,0.0,0.5443747
1619000,16.7383,-169.5300,21,SSA,0.000,0.0,0.0821373
1619000,16.7383,-169.5300,22,SA,0.054,204.3,0.0410686
1619000,16.7383,-169.5300,23,MSF,0.000,0.0,1.0158958
1619000,16.7383,-169.5300,24,MF,0.009,30.4,1.0980331
1619000,16.7383,-169.5300,25,RHO,0.001,227.8,13.4715145
1619000,16.7383,-169.5300,26,Q1,0.005,229.1,13.3986609
1619000,16.7383,-169.5300,27,T2,0.009,129.3,29.9589333
1619000,16.7383,-169.5300,28,R2,0.001,122.9,30.0410667
1619000,16.7383,-169.5300,29,2Q1,0.001,232.9,12.8542862
1619000,16.7383,-169.5300,30,P1,0.024,212.2,14.9589314
1619000,16.7383,-169.5300,31,2SM2,0.000,0.0,31.0158958
1619000,16.7383,-169.5300,32,M3,0.000,0.0,43.4761563
1619000,16.7383,-169.5300,33,L2,0.007,93.9,29.5284789
1619000,16.7383,-169.5300,34,2MK3,0.000,0.0,42.9271398
1619000,16.7383,-169.5300,35,K2,0.028,117.9,30.0821373
1619000,16.7383,-169.5300,36,M8,0.000,0.0,115.9364166
1619000,16.7383,-169.5300,37,MS4,0.003,13.8,58.9841042
1619910,28.2117,-177.3600,1,M2,0.123,92.5,28.9841042
1619910,28.2117,-177.3600,2,S2,0.021,167.3,30.0000000
1619910,28.2117,-177.3600,3,N2,0.024,57.1,28.4397295
1619910,28.2117,-177.3600,4,K1,0.076,274.8,15.0410686
1619910,28.2117,-177.3600,5,M4,0.000,0.0,57.9682084
1619910,28.2117,-177.3600,6,O1,0.057,278.3,13.9430356
1619910,28.2117,-177.3600,7,M6,0.000,0.0,86.9523127
1619910,28.2117,-177.3600,8,MK3,0.000,0.0,44.0251729
